Amaric	Amir	SER	34	3	50	51	55	72	73	60	64	72	62	58	78	55	61	62,38	Cinelli Racing Team
Chesterfield	Harry	GBR	18	3	71	72	53	63	61	51	51	67	64	70	61	68	71	63,31	Cinelli Racing Team
Erdogan	Aslan	TUR	19	4	64	60	56	63	73	62	70	74	63	57	53	59	61	62,69	Cinelli Racing Team
Farah	Steven	GBR	25	5	71	56	62	59	67	56	66	54	51	55	72	74	72	62,69	Cinelli Racing Team
Hatanake	Fukuma	JPN	35	4	62	61	73	65	52	60	64	77	78	73	52	58	77	65,54	Cinelli Racing Team
Malone	Douglas	GBR	35	7	74	72	52	60	63	59	78	50	70	60	50	64	65	62,85	Cinelli Racing Team
Mirai	Hiroki	JPN	22	7	77	54	65	69	64	65	61	54	59	67	70	63	71	64,54	Cinelli Racing Team
Pate	Andrew	GBR	28	6	53	56	64	75	54	60	66	67	67	82	69	74	70	65,92	Cinelli Racing Team
Pjalic	Milos	SER	29	2	80	65	77	62	70	53	81	53	56	70	79	65	66	67,46	Cinelli Racing Team
Schwarz	Heinz	ALL	30	1	81	57	70	52	66	56	69	56	69	80	65	78	73	67,08	Cinelli Racing Team
Van Dijk	Marco	NED	20	5	68	75	72	50	57	75	69	65	67	69	72	54	52	65,00	Cinelli Racing Team
Wood	Jordan	GBR	24	4	69	63	79	53	50	75	62	78	65	54	64	69	75	65,85	Cinelli Racing Team
Wyatt	Gerald	GBR	20	8	66	74	56	75	60	58	59	71	67	53	74	56	71	64,62	Cinelli Racing Team
Blajic	Novak	SER	19	1	52	63	53	52	68	55	50	69	59	72	68	70	54	60,38	Galp Energia
Brajkovic	Slean	SVK	29	5	61	69	68	68	71	52	58	61	62	81	62	62	71	65,08	Galp Energia
Echangue	Helmut	RWA	32	7	74	60	57	79	73	77	71	72	57	69	80	76	65	70,00	Galp Energia
Katz	Benjamin	ISR	27	7	76	51	65	62	57	69	71	51	60	62	64	70	82	64,62	Galp Energia
Mislaev	Rein	EST	22	3	74	63	62	52	63	54	63	65	67	57	77	64	69	63,85	Galp Energia
Pakec	Jaroslav	RTC	24	4	78	75	71	65	73	54	75	51	54	74	54	55	52	63,92	Galp Energia
Palan	Tadej	SLO	22	1	71	53	73	57	67	51	69	77	56	67	58	72	67	64,46	Galp Energia
Perovos	Javier Hernan	ECU	31	5	69	53	78	72	59	76	54	56	76	80	61	73	54	66,23	Galp Energia
Pidoski	Robert	POL	24	6	58	79	66	55	64	66	63	64	75	75	63	76	75	67,62	Galp Energia
Podov	Artiom	RUS	36	3	68	52	59	65	63	64	52	60	53	70	73	72	56	62,08	Galp Energia
Skarnar	Milan	SLO	31	5	78	54	52	51	67	51	79	68	79	78	75	81	59	67,08	Galp Energia
Sorensen	Jasper	DAN	31	5	79	69	66	79	58	70	55	57	66	76	52	60	79	66,62	Galp Energia
Beaudroy	Lucas	SUI	19	4	64	63	72	62	54	52	66	53	74	68	52	50	50	60,00	Gatorade
Bodololov	Dmitry	BUL	31	4	57	59	71	66	65	73	58	75	59	62	60	65	81	65,46	Gatorade
De Rossi	Francesco	ITA	23	3	64	57	69	75	69	74	68	69	69	64	64	69	51	66,31	Gatorade
Du Toit	Jess	NAM	18	5	52	56	65	54	68	70	60	63	65	71	54	50	66	61,08	Gatorade
Fagerson	Hemuld	ISL	30	1	75	67	62	53	79	66	52	60	71	51	57	71	61	63,46	Gatorade
Herman	Frank	LUX	27	2	74	58	65	54	58	53	81	71	81	54	51	62	75	64,38	Gatorade
Madero	Samuel	ESP	29	7	69	69	71	62	79	79	65	80	64	73	68	67	68	70,31	Gatorade
Marquez	Leon	ESP	20	8	69	60	71	55	68	65	57	65	56	61	75	65	73	64,62	Gatorade
Martic	Janez	SVK	20	3	62	61	56	65	53	64	52	54	54	69	51	61	59	58,54	Gatorade
Milcic	Peter	SLO	30	6	64	62	67	79	71	74	66	56	66	81	52	75	50	66,38	Gatorade
Podikov	Nikolai	RUS	33	7	61	54	51	72	66	68	57	78	50	79	79	79	65	66,08	Gatorade
Voigt	Daniel	AUS	23	3	66	68	66	78	75	70	78	60	66	63	69	58	53	66,92	Gatorade
Chérif	Vincent	CIV	28	4	60	54	54	50	57	61	82	72	63	58	57	68	63	61,46	Gerolsteiner
Da Costa	Saul	BRE	28	8	69	67	55	78	77	68	61	80	80	64	60	65	51	67,31	Gerolsteiner
Diakité	Bonheur	CIV	22	5	75	70	52	57	61	76	62	71	62	60	72	68	77	66,38	Gerolsteiner
El Bahan	Mohamad	ETH	24	2	59	79	61	56	62	63	62	51	56	74	64	65	65	62,85	Gerolsteiner
Hassen	Viktor	NOR	33	7	64	58	56	71	51	66	54	77	72	62	71	76	78	65,85	Gerolsteiner
Kalavas	Ignitas	LIT	28	4	67	82	82	73	66	59	50	52	76	54	57	77	67	66,31	Gerolsteiner
Kamirov	Mikhail	RUS	24	3	64	68	64	65	50	57	79	63	56	52	69	60	62	62,23	Gerolsteiner
Komadirov	Volom	KAZ	34	4	65	73	70	79	62	68	57	55	76	72	68	59	66	66,92	Gerolsteiner
Ochoa	Luis	MEX	35	4	72	59	72	67	67	70	57	59	52	51	62	60	64	62,46	Gerolsteiner
Patek	Mikan	POL	19	6	59	62	73	65	56	60	57	50	52	61	52	72	67	60,46	Gerolsteiner
Schmidt	Phil	ALL	34	5	56	65	56	68	79	57	55	52	75	63	75	67	59	63,62	Gerolsteiner
Thomas	William	GBR	36	4	54	69	61	75	70	63	70	66	55	50	72	56	68	63,77	Gerolsteiner
Alvaredo	Miguel	BRE	22	1	64	61	56	71	77	67	55	67	76	67	76	54	54	65,00	Holy Cycling Team
Azzuri	Marcele	SUI	27	5	72	51	69	82	80	69	80	74	78	79	59	63	76	71,69	Holy Cycling Team
Di Maria	Franco	ARG	23	6	57	71	57	63	77	74	58	62	58	57	76	61	73	64,92	Holy Cycling Team
Ferreira	Cristiano	POR	24	7	55	69	65	57	75	78	71	63	73	62	77	55	52	65,54	Holy Cycling Team
Fischer	Karl	AUT	20	8	61	63	53	67	60	62	73	55	57	71	69	55	65	62,38	Holy Cycling Team
Grenney	Ryan	USA	34	8	56	69	61	60	50	61	53	53	73	57	63	57	59	59,38	Holy Cycling Team
Martin	Tejay	USA	27	5	82	57	63	67	56	53	73	71	61	71	82	59	78	67,15	Holy Cycling Team
Muller	Heinrich	ALL	32	2	72	75	59	74	65	61	61	62	54	56	64	60	65	63,69	Holy Cycling Team
Santos	Joao	POR	30	6	73	68	64	76	55	64	51	74	50	66	55	51	63	62,31	Holy Cycling Team
Sharapov	Denis	BUL	32	5	51	71	76	58	62	61	60	62	60	76	62	64	77	64,62	Holy Cycling Team
Vanenant	Jos	BEL	30	2	50	60	55	80	52	61	76	76	53	50	79	50	54	61,23	Holy Cycling Team
Webber	Scotty	AUS	18	1	72	71	67	70	53	56	57	54	52	65	72	55	53	61,31	Holy Cycling Team
Bahaus	Marcel	ALL	30	2	52	56	58	59	80	61	64	59	71	63	81	69	64	64,38	Lampre
Corazon	Raul	ESP	27	8	50	67	71	69	82	64	53	68	71	81	70	82	51	67,62	Lampre
Makarian	Youri	RUS	25	7	74	65	56	59	65	77	60	80	57	69	55	58	71	65,08	Lampre
Malalalescu	Ion	ROU	23	5	54	58	66	76	59	73	78	69	64	68	55	62	70	65,54	Lampre
McDouglas	Silvester	USA	21	3	72	56	51	66	69	51	71	66	68	73	50	73	62	63,69	Lampre
Peterhanssen	Jan	NOR	28	6	68	66	53	80	63	82	78	67	52	51	61	59	50	63,85	Lampre
Ranger	Lewis	USA	26	2	80	79	64	81	75	53	61	50	59	64	54	81	52	65,62	Lampre
Rincic	Ivan	SLO	25	1	66	50	61	58	62	59	70	72	80	58	50	59	60	61,92	Lampre
Toth	Maciej	HON	29	5	78	53	65	71	64	75	66	70	80	68	62	60	65	67,46	Lampre
Van der Karen	Virgil	NED	24	4	51	71	50	78	69	60	70	65	65	54	51	55	58	61,31	Lampre
Wisniewski	Franciszek	POL	27	3	61	57	71	55	54	82	71	63	57	72	78	77	73	67,00	Lampre
Wurz	Andre	ALL	29	6	53	70	81	62	77	74	82	76	68	53	57	63	76	68,62	Lampre
Arndt	Stephen	SUI	29	2	66	69	82	62	52	55	64	58	80	69	68	57	80	66,31	Monster Energy
Duveau	Samuel	FRA	24	3	78	64	70	78	59	78	78	53	66	73	56	60	71	68,00	Monster Energy
Heinart	Jan	ALL	27	6	63	72	61	79	78	80	56	51	61	73	59	80	69	67,85	Monster Energy
Hidori	Takeshi	JAP	29	7	74	77	61	55	56	62	79	73	71	79	64	53	66	66,92	Monster Energy
Jordan	Lamar	USA	19	1	52	68	65	62	51	58	73	73	64	64	60	50	61	61,62	Monster Energy
Leonard	Ronnie	USA	27	6	70	64	69	80	62	56	59	65	59	51	75	74	81	66,54	Monster Energy
McVitton	Wesley	GBR	30	3	80	73	80	75	65	77	54	76	51	57	51	69	81	68,38	Monster Energy
O'Connery	Steve	GBR	25	2	69	64	73	77	51	73	72	61	72	79	57	64	59	67,00	Monster Energy
Pavalenko	Andriy	UKR	21	5	68	54	74	67	69	73	64	57	68	70	67	66	71	66,77	Monster Energy
Plouc	Maurice	CAN	36	7	76	71	55	63	74	61	53	71	54	64	75	60	73	65,38	Monster Energy
Svensen	Mirk	DAN	34	7	63	52	56	55	61	72	64	72	69	77	50	53	57	61,62	Monster Energy
Vlasov	Dmitri	RUS	25	8	75	79	73	73	61	69	73	76	67	68	63	56	55	68,31	Monster Energy
Acaloglu	Sabri	ROU	28	4	58	56	79	71	66	59	65	52	77	81	80	74	67	68,08	New Balance
Anzdren	Casper	RTC	30	6	73	72	76	74	68	76	54	72	56	55	72	67	59	67,23	New Balance
Bole	Jasper	NED	33	1	73	54	73	57	73	53	64	50	63	61	62	79	79	64,69	New Balance
Bos	Luka	NED	33	8	52	76	80	61	77	51	51	79	56	80	55	68	68	65,69	New Balance
Callan	Steven	AUS	20	3	53	66	64	52	59	62	64	75	72	74	60	59	54	62,62	New Balance
Escarabal	Patricio	COL	32	3	55	77	80	71	69	70	79	67	64	54	76	62	55	67,62	New Balance
Fernandez	Franco	ESP	36	4	60	52	63	69	66	65	75	73	64	70	69	76	56	66,00	New Balance
Karachev	Petr	LET	23	1	78	60	58	65	66	52	50	55	74	65	52	61	73	62,23	New Balance
Mangione	Mario	ITA	36	6	62	74	54	57	56	72	57	52	76	76	63	71	70	64,62	New Balance
Moscato	Luigi	ITA	30	7	70	70	76	77	61	61	71	74	76	63	68	53	56	67,38	New Balance
O'Sullivan	Ronnie	IRL	33	4	69	53	55	66	68	74	66	58	66	62	74	54	58	63,31	New Balance
Van Bardelen	Jordan	NED	33	1	79	59	66	74	73	74	68	68	53	61	53	78	58	66,46	New Balance
Adamev	Serguei	RUS	21	8	72	69	71	51	63	72	54	76	66	64	50	76	59	64,85	Omega Pharma
Birotic	Josef	SVK	18	8	60	73	62	53	71	52	54	55	55	72	71	57	53	60,62	Omega Pharma
Bjorgsen	Anker	DAN	19	5	67	50	58	71	67	72	71	59	62	59	73	57	59	63,46	Omega Pharma
Diaz	Pedro	CHL	23	8	62	54	74	62	53	54	55	69	53	72	60	75	50	61,00	Omega Pharma
Maduro	Gonzalo	VEN	34	7	79	63	71	63	52	60	53	79	53	70	69	59	75	65,08	Omega Pharma
Marinik	Piotr	RUS	35	7	51	62	70	63	54	63	51	67	59	63	78	61	73	62,69	Omega Pharma
Pilov	Simon	KAZ	31	7	55	65	71	66	69	50	76	64	52	74	51	57	76	63,54	Omega Pharma
Pistic	Oscar	CRO	36	2	71	64	61	73	63	61	55	57	57	54	64	66	70	62,77	Omega Pharma
Renault	Marin	FRA	19	7	70	53	66	60	70	55	56	61	73	70	65	54	70	63,31	Omega Pharma
Van Kinkel	Jos	BEL	35	3	58	70	70	68	62	51	62	72	50	55	56	78	63	62,69	Omega Pharma
Vendomme	Marc	BEL	18	7	54	55	58	72	61	61	67	61	51	65	58	71	52	60,46	Omega Pharma
Ben Talik	Mehdi	ALG	28	4	80	62	62	81	67	62	66	76	65	66	73	62	79	69,31	Quick-Step Pulsar
Beppu	Migi	JAP	30	4	57	56	59	81	70	66	75	59	52	55	55	57	51	61,00	Quick-Step Pulsar
Berit	Hamza	FRA	20	2	70	57	53	54	75	54	50	55	69	50	52	51	55	57,31	Quick-Step Pulsar
Chafoud	Hamza	ALG	36	7	66	54	72	76	64	50	75	52	51	64	52	53	68	61,31	Quick-Step Pulsar
McDanay	Scott	AUS	36	5	58	63	54	71	66	61	60	55	54	69	63	50	62	60,46	Quick-Step Pulsar
Mertesaker	Michael	ALL	32	3	50	65	72	77	67	59	55	70	52	74	63	64	62	63,85	Quick-Step Pulsar
Ribeiro	Rui	BRE	33	7	76	67	55	57	58	51	57	73	65	71	56	65	51	61,69	Quick-Step Pulsar
Sainz	Javier	ESP	23	8	71	73	50	69	67	73	69	63	64	53	64	55	50	63,15	Quick-Step Pulsar
Totti	Luca	ITA	30	8	55	70	62	64	59	81	57	81	54	63	73	60	59	64,46	Quick-Step Pulsar
Van Der Malen	Jeff	NED	26	2	81	55	60	61	55	78	81	80	79	50	61	80	59	67,69	Quick-Step Pulsar
Werner	Marcus	AUT	34	8	78	70	60	68	65	69	74	69	69	60	75	55	65	67,46	Quick-Step Pulsar
Zapatillas	Alejandro	VEN	32	8	68	61	52	75	68	54	62	63	59	73	72	51	71	63,77	Quick-Step Pulsar
Balerdi	Alessandro	ITA	29	2	60	70	50	81	51	65	64	63	75	76	61	71	81	66,77	RBK Bank
Chiese	Mauricio	ITA	33	3	59	73	70	79	75	64	72	63	53	53	72	53	52	64,46	RBK Bank
Da Costa Pilla	Manuel	POR	33	5	77	63	73	54	51	80	74	77	54	62	64	80	61	66,92	RBK Bank
Goncalves	Javier	POR	27	7	73	81	82	57	80	68	62	82	72	81	73	70	53	71,85	RBK Bank
Lakanas	Igor	LIT	33	5	65	52	50	71	52	56	76	50	50	72	73	53	68	60,62	RBK Bank
Rakitic	Mariej	CRO	20	6	55	50	60	67	74	65	52	51	71	71	71	61	66	62,62	RBK Bank
Rojas	Manuel	ECU	34	5	67	78	57	57	69	50	76	60	78	79	57	50	66	64,92	RBK Bank
Sanchez	Pedro	ESP	29	3	68	69	59	77	69	51	51	50	73	58	77	63	59	63,38	RBK Bank
Tsukaretta	Minna	JAP	36	5	68	52	67	75	76	52	62	71	55	66	54	62	50	62,31	RBK Bank
Vakechov	David	KAZ	23	7	53	65	71	70	54	61	52	78	71	68	51	63	61	62,92	RBK Bank
Valadauskas	Lars	LIT	26	1	64	56	63	61	75	61	61	54	52	80	54	61	51	61,00	RBK Bank
Villmont	Lewis	CAN	19	5	56	57	67	53	65	73	62	58	66	53	74	52	53	60,69	RBK Bank
Belssom	Zion	SUE	18	2	55	53	67	51	65	52	67	67	62	60	69	71	69	62,15	RedBull Racing
Bochum	Frank	ALL	18	3	62	69	50	67	63	72	55	61	59	63	66	54	54	61,15	RedBull Racing
Chaubois	Clément	SUI	25	3	70	65	52	62	53	71	60	57	65	73	59	76	58	63,15	RedBull Racing
Einhart	Ludwig	AUT	32	1	69	76	76	76	64	50	67	71	66	80	76	64	74	69,92	RedBull Racing
Kachachov	Alfred	KAZ	20	3	71	61	60	69	59	66	72	75	55	52	72	64	61	64,38	RedBull Racing
Kung	Milan	SUI	33	8	67	70	75	76	65	69	75	68	71	70	58	74	50	68,31	RedBull Racing
Mikhailov	Alexandr	KAZ	32	2	51	72	74	65	58	56	68	72	70	73	72	53	71	65,77	RedBull Racing
Palanski	Robert	POL	20	1	74	64	53	73	55	61	57	72	62	73	72	60	66	64,77	RedBull Racing
Rujano	Esteban	VEN	20	5	63	71	72	50	65	75	68	51	67	62	58	64	61	63,62	RedBull Racing
Tigrov	Mikhail	KAZ	26	5	62	75	81	66	80	76	74	58	50	61	77	62	60	67,85	RedBull Racing
Verdasco	Javier	ESP	31	4	64	77	51	52	57	68	63	59	61	72	52	70	78	63,38	RedBull Racing
Wisner	Fabian	AUT	36	3	75	62	54	53	50	52	66	72	73	74	66	56	71	63,38	RedBull Racing
Cech	Jan	RTC	31	5	72	81	76	61	74	64	57	78	57	51	74	68	52	66,54	Scott - Hilti
Flaughin	Liam	NZL	34	8	66	56	60	60	56	67	51	60	73	63	66	51	73	61,69	Scott - Hilti
Karitchev	Ivan	RUS	31	3	81	77	72	68	79	52	60	51	52	65	58	51	75	64,69	Scott - Hilti
Marino	Alfredo	ITA	31	7	72	51	65	73	78	52	81	69	75	73	58	59	75	67,77	Scott - Hilti
Muller	Bastian	ALL	26	3	70	71	68	79	66	57	55	51	55	76	51	53	65	62,85	Scott - Hilti
Pistit	Jurgen	LET	36	6	73	76	54	57	55	59	74	71	67	61	71	57	61	64,31	Scott - Hilti
Scarpone	Giuseppe	ITA	30	5	62	50	62	67	50	75	74	81	76	67	51	70	51	64,31	Scott - Hilti
Schneider	Petr	ALL	26	6	56	56	63	78	69	51	73	78	61	81	71	66	79	67,85	Scott - Hilti
Sousa	Vicente	POR	25	6	52	63	68	63	76	57	76	63	74	60	50	79	52	64,08	Scott - Hilti
Valanciunas	Mikal	LIT	34	3	63	76	55	52	74	77	66	50	56	64	69	52	56	62,31	Scott - Hilti
Valssen	Cris	DAN	24	1	53	79	65	50	60	59	74	68	61	61	79	76	71	65,85	Scott - Hilti
Yang	Li Jun	CHN	33	5	59	73	77	63	66	57	64	53	77	78	66	61	66	66,15	Scott - Hilti
Achrif	Mohamed	ALG	33	2	57	75	74	72	54	53	54	71	75	67	56	51	70	63,77	T-Mobile - Bianchi
Connor	Scott	AUS	30	2	68	63	59	70	52	50	53	81	56	61	77	57	72	63,00	T-Mobile - Bianchi
Di Cogno	VIncenzo	ITA	18	6	52	54	57	56	62	69	67	59	59	56	72	60	55	59,85	T-Mobile - Bianchi
Dunbar	Michael	IRL	36	1	64	70	65	51	71	63	50	67	57	60	54	60	68	61,54	T-Mobile - Bianchi
Flavic	Noved	SER	21	8	58	58	51	68	60	64	61	67	60	58	74	64	64	62,08	T-Mobile - Bianchi
Gomez	Santiago	ESP	35	1	60	73	67	50	64	62	59	54	76	51	67	72	58	62,54	T-Mobile - Bianchi
Manianen	Simon	DAN	20	8	50	53	72	63	59	65	56	58	50	55	72	57	62	59,38	T-Mobile - Bianchi
Plazen	Janek	RTC	22	6	74	74	73	58	72	52	63	74	72	54	68	53	76	66,38	T-Mobile - Bianchi
Reagan	Jeffrey	USA	30	5	57	59	60	80	56	73	65	54	56	59	70	61	57	62,08	T-Mobile - Bianchi
Takiyaki	Sashiri	JAP	35	2	67	71	72	70	53	70	69	65	75	58	59	63	76	66,77	T-Mobile - Bianchi
Tesfaye	Almaz	ETH	21	6	71	71	61	50	66	59	71	70	73	74	72	63	72	67,15	T-Mobile - Bianchi
Velasquez	Pedro	ECU	25	5	53	55	61	58	79	68	69	80	76	68	60	77	75	67,62	T-Mobile - Bianchi
Bailleux	Albert	FRA	23	4	56	50	71	70	70	63	55	76	55	59	77	50	75	63,62	T1 Cycling
Escobar	Gustavo	COL	20	5	67	69	53	64	56	72	73	64	51	62	51	51	50	60,23	T1 Cycling
Greinstad	Adolf	ALL	20	8	52	68	53	72	67	71	64	59	61	57	54	52	59	60,69	T1 Cycling
Hernandez	Carlos	MEX	33	6	55	71	59	50	56	50	69	69	58	67	77	70	67	62,92	T1 Cycling
Kirov	Vladimir	KAZ	22	5	72	54	71	76	56	58	52	69	50	71	51	75	56	62,38	T1 Cycling
Kittel	Markus	ALL	18	7	72	70	55	65	55	51	53	54	62	63	70	57	53	60,00	T1 Cycling
Mariz	Ruben	CHL	30	3	80	67	65	71	59	51	69	57	81	68	68	79	81	68,92	T1 Cycling
O'Callaghan	Stewart	IRL	32	7	59	58	65	70	52	72	79	62	50	58	72	51	70	62,92	T1 Cycling
Smith	William	USA	25	7	62	63	53	63	64	55	69	59	76	74	61	56	77	64,00	T1 Cycling
Vamalaskas	Linus	LIT	33	2	75	55	51	58	76	67	62	66	76	69	53	61	76	65,00	T1 Cycling
Willis	Mark	CAN	32	3	61	57	50	54	74	55	63	61	77	78	53	61	72	62,77	T1 Cycling
Yamamoto	Yuki	JPN	21	8	64	74	52	68	54	56	54	69	53	72	54	60	73	61,77	T1 Cycling
Aminae	Marius	EST	20	4	72	73	59	71	55	52	55	70	50	71	58	50	74	62,31	Team 7-Eleven
Andreiro	Miguel	BRE	31	1	69	77	70	53	61	67	71	73	62	81	81	62	55	67,85	Team 7-Eleven
Bratokic	Janus	SER	24	7	68	51	77	77	54	59	59	68	56	52	75	62	76	64,15	Team 7-Eleven
Da Cruz	Rui	POR	24	5	65	63	63	68	73	59	56	51	74	55	58	58	60	61,77	Team 7-Eleven
Dwire	Marc	AUS	20	2	54	63	67	68	62	57	74	75	73	63	67	54	52	63,77	Team 7-Eleven
Malefico	Giusani	ITA	30	1	55	64	61	64	71	67	78	56	77	66	79	74	53	66,54	Team 7-Eleven
O'Seans	Elisey	IRL	27	4	51	68	63	65	73	50	70	71	57	56	61	70	80	64,23	Team 7-Eleven
Pavachuk	Oscar	UKR	33	8	50	51	70	74	74	74	62	63	58	50	56	51	58	60,85	Team 7-Eleven
Suzuki	Fumikimi	JPN	26	6	57	60	71	50	61	76	51	57	57	61	61	56	54	59,38	Team 7-Eleven
Vakaski	Yaroslav	POL	23	2	73	72	64	59	51	63	51	57	68	63	68	68	50	62,08	Team 7-Eleven
Varadero	Habana	ECU	30	4	80	73	65	60	54	62	78	76	55	79	57	55	57	65,46	Team 7-Eleven
Vizic	Jonas	CRO	25	1	57	72	79	70	62	74	64	51	73	76	71	71	52	67,08	Team 7-Eleven
Bartoli	Marius	FRA	30	8	67	60	66	55	81	55	80	73	74	51	73	69	74	67,54	Team Cactus
Djokovic	Alexandar	SER	18	3	56	57	58	64	54	50	62	69	65	51	68	73	54	60,08	Team Cactus
Estevez	Rigoberto	VEN	28	2	77	64	71	78	81	76	78	52	56	50	82	73	57	68,85	Team Cactus
Hansen	Edvald	NOR	24	2	54	64	76	69	60	56	53	53	67	79	70	51	72	63,38	Team Cactus
Honda	Seita	JPN	18	1	68	68	61	68	59	57	58	63	72	62	52	56	59	61,77	Team Cactus
Jovanovic	Milos	SER	25	3	60	59	66	66	75	60	51	69	59	55	62	56	51	60,69	Team Cactus
Mosquera	Juan	ARG	22	7	76	65	65	72	73	77	53	71	74	55	50	51	59	64,69	Team Cactus
Ndiaye	Boubacar	CIV	36	2	54	68	50	64	68	52	57	61	75	68	74	71	74	64,31	Team Cactus
Novak	Jakub	RTC	32	6	73	77	64	69	67	53	76	75	60	63	79	60	62	67,54	Team Cactus
Rajkic	Sebastian	CRO	34	8	77	69	52	69	74	51	56	63	69	59	78	53	72	64,77	Team Cactus
Slamka	Antoni	POL	29	3	67	64	77	54	55	75	71	53	50	51	55	54	61	60,54	Team Cactus
Wiener	Alfred	AUT	23	3	51	53	58	74	68	64	59	54	61	58	63	63	51	59,77	Team Cactus
Douglas	Louis	GBR	19	1	74	60	61	51	71	73	57	64	66	55	57	72	62	63,31	Team Skoda
Lasagna	Pablo	ITA	19	7	53	51	50	65	68	61	66	56	53	70	66	71	53	60,23	Team Skoda
Marinho	Luis	BRE	36	7	61	56	61	61	62	53	59	72	68	56	61	74	76	63,08	Team Skoda
Minade	Hitori	JPN	28	8	81	50	71	63	61	59	52	80	67	80	65	63	62	65,69	Team Skoda
O'Connor	Douglas	AUS	33	4	59	59	53	62	72	62	67	80	68	74	73	56	51	64,31	Team Skoda
Oliveira	Ruiz	BRE	24	3	50	66	56	61	73	55	69	52	79	72	79	79	51	64,77	Team Skoda
Plaszek	Jan	RTC	33	4	59	52	61	80	53	73	73	80	73	75	79	67	68	68,69	Team Skoda
Poliakov	Vladimir	RUS	30	6	51	65	78	74	74	71	71	72	67	51	79	60	55	66,77	Team Skoda
