Milcic	Peter		SVN	32	6	64	62	67	79	71	74	66	56	66	81	52	75	50	66,38	Gatorade
Rotsberger	Ralen		AUT	22	6	74	63	52	76	63	57	57	65	76	58	77	66	57	64,69	Gatorade
Schwarz	Heinz		ALL	32	1	80	57	70	52	66	56	69	56	69	79	65	77	73	66,85	Gatorade
Voigt	Daniel		AUS	25	3	69	68	66	78	75	70	78	62	66	67	69	58	53	67,62	Gatorade
Bai	Long Hu		CHN	19	8	50	58	51	69	59	54	74	73	60	64	60	65	56	61,00	Gerolsteiner
Capushov	Ignael		KAZ	24	8	73	58	63	51	56	55	67	65	50	78	72	54	65	62,08	Gerolsteiner
Chérif	Vincent		CIV	30	4	60	54	54	50	57	61	82	74	63	58	57	68	63	61,62	Gerolsteiner
Da Costa	Saul		BRE	30	8	72	67	55	79	78	68	61	80	80	66	60	65	51	67,85	Gerolsteiner
Diakité	Bonheur		CIV	24	5	77	70	52	58	62	79	63	72	63	62	75	70	78	67,77	Gerolsteiner
El Bahan	Mohamad		ETH	26	2	61	79	61	56	62	63	62	51	56	76	66	65	65	63,31	Gerolsteiner
Hassen	Viktor		NOR	35	7	64	58	56	71	51	66	54	74	72	62	71	73	75	65,15	Gerolsteiner
Kalavas	Ignitas		LIT	30	4	67	82	82	73	66	59	50	52	76	54	59	77	67	66,46	Gerolsteiner
Kamirov	Mikhail		RUS	26	3	64	68	64	65	50	57	79	66	56	54	70	61	62	62,77	Gerolsteiner
Komadirov	Volom		KAZ	36	4	65	71	70	74	62	68	57	55	71	69	68	59	66	65,77	Gerolsteiner
Patek	Mikan		POL	21	6	61	65	77	65	58	62	57	52	56	64	55	76	69	62,85	Gerolsteiner
Schmidt	Phil		ALL	36	5	56	65	56	68	74	57	55	52	70	63	70	67	59	62,46	Gerolsteiner
Alvaredo	Miguel		BRE	24	1	65	61	56	73	78	67	55	68	77	68	77	55	57	65,92	Holy Cycling Team
Azzuri	Marcele		SWI	29	5	74	51	69	82	80	69	80	76	78	80	59	63	76	72,08	Holy Cycling Team
Bower	George		GBR	26	8	75	68	54	64	78	73	63	64	56	58	68	54	74	65,31	Holy Cycling Team
Di Maria	Franco		ARG	25	6	57	72	58	63	77	76	58	62	59	58	77	63	73	65,62	Holy Cycling Team
Ferreira	Cristiano		POR	26	7	55	69	65	57	75	80	71	63	73	62	79	57	52	66,00	Holy Cycling Team
Flickenstone	Harry		AUS	23	8	67	65	56	73	57	64	67	75	64	50	59	75	77	65,31	Holy Cycling Team
Kirov	Vladimir		KAZ	24	5	76	54	71	78	59	58	52	70	51	74	52	76	58	63,77	Holy Cycling Team
Martin	Tejay		USA	29	5	82	57	63	67	56	53	74	74	61	72	82	59	78	67,54	Holy Cycling Team
Sharapov	Denis		BUL	34	5	51	71	73	58	62	61	60	62	60	73	62	64	74	63,92	Holy Cycling Team
Vanenant	Jos		BEL	32	2	50	60	55	79	52	61	76	75	53	50	78	50	54	61,00	Holy Cycling Team
Velasquez	Pedro		ECU	27	5	53	55	61	58	79	68	71	82	76	68	60	77	75	67,92	Holy Cycling Team
Webber	Scotty		AUS	20	1	74	73	69	70	55	58	57	56	55	69	74	59	55	63,38	Holy Cycling Team
Baumgartner	Bastian		ALL	23	7	62	74	53	67	50	70	52	78	77	69	60	53	53	62,92	Lampre
Bochum	Frank		ALL	20	3	70	69	50	67	65	72	55	63	61	69	68	56	56	63,15	Lampre
Bole	Jasper		NED	35	1	73	54	71	57	70	53	64	50	63	61	62	74	74	63,54	Lampre
Corazon	Raul		ESP	29	8	53	67	72	69	82	64	53	69	71	82	70	82	51	68,08	Lampre
Diaz	Pedro		CHL	25	8	62	56	77	62	53	55	55	69	54	73	60	77	50	61,77	Lampre
Greinstad	Adolf		ALL	22	8	56	68	53	73	70	75	66	61	63	60	59	56	61	63,15	Lampre
Malalalescu	Ion		ROM	25	5	55	58	66	77	59	74	79	71	64	69	56	62	70	66,15	Lampre
McDouglas	Silvester		USA	23	3	76	56	51	68	71	53	73	68	70	75	53	74	64	65,54	Lampre
Ribeiro	Rui		BRE	35	7	73	67	55	57	58	51	57	70	65	68	56	65	51	61,00	Lampre
Rincic	Ivan		SVN	27	1	66	50	61	58	62	59	70	72	80	58	52	59	60	62,08	Lampre
Wermardt	Thomas		ALL	27	4	61	62	66	73	53	68	69	66	65	66	72	56	60	64,38	Lampre
Witsel	Eden		BEL	25	7	67	71	65	51	66	64	58	55	69	70	61	56	53	62,00	Lampre
Arndt	Stephen		SWI	31	2	66	69	82	62	52	55	64	58	80	69	68	57	80	66,31	Monster Energy
Driscoll	Stewart		IRL	22	3	71	50	51	71	51	75	72	71	55	65	76	64	72	64,92	Monster Energy
Dwire	Marc		AUS	22	2	58	63	67	70	64	59	76	77	75	65	70	56	54	65,69	Monster Energy
Heinart	Jan		ALL	29	6	68	72	61	79	78	80	56	51	61	77	59	80	69	68,54	Monster Energy
Jordan	Lamar		USA	21	1	56	68	65	64	53	60	75	75	66	66	63	52	63	63,54	Monster Energy
Leonard	Ronnie		USA	29	6	74	64	69	80	62	56	59	65	59	55	75	74	81	67,15	Monster Energy
McVitton	Wesley		GBR	32	3	79	73	79	75	65	77	54	76	51	57	51	69	80	68,15	Monster Energy
O'Connery	Steve		GBR	27	2	69	64	73	77	51	73	72	61	72	80	61	64	59	67,38	Monster Energy
Pizarello	Giacopo		ITA	21	4	73	77	52	70	73	58	72	56	66	62	60	54	66	64,54	Monster Energy
Ranger	Lewis		USA	28	2	80	79	64	81	75	53	61	50	59	64	56	81	52	65,77	Monster Energy
Vlasov	Dmitri		RUS	27	8	75	81	75	73	61	69	73	76	67	68	63	58	55	68,77	Monster Energy
Wilson	Liam		NZL	24	3	75	52	69	63	60	66	77	69	53	69	76	58	63	65,38	Monster Energy
Anzdren	Casper		CZE	32	6	73	72	76	74	68	76	54	72	56	55	73	67	59	67,31	New Balance
Blajic	Novak		SER	21	1	54	65	55	52	70	57	50	71	61	75	70	74	56	62,31	New Balance
Dolenc	Janez		SVN	30	1	59	77	69	67	79	66	71	75	59	79	74	59	77	70,08	New Balance
Hidori	Takeshi		JAP	31	7	74	77	61	55	56	62	81	73	71	79	64	53	66	67,08	New Balance
Karachev	Petr		LET	25	1	78	60	58	67	66	52	50	55	74	65	52	61	74	62,46	New Balance
Li	Wang Shen		CHN	35	6	70	55	52	64	53	76	63	62	71	70	76	77	58	65,15	New Balance
Pakec	Jaroslav		CZE	26	4	78	75	71	65	73	54	75	53	54	76	58	56	52	64,62	New Balance
Pidoski	Robert		POL	26	6	58	80	67	55	64	66	63	66	75	76	65	78	75	68,31	New Balance
Plantin	Vincent		LUX	21	1	72	71	72	60	52	66	52	73	64	73	63	66	62	65,08	New Balance
Van der Karen	Virgil		NED	26	4	53	71	50	79	70	60	70	65	65	56	51	55	58	61,77	New Balance
Van Seriguen	Max		NED	23	4	54	74	69	56	62	60	55	59	73	65	72	76	69	64,92	New Balance
Wisniewski	Franciszek		POL	29	3	63	57	71	55	54	82	71	63	57	72	78	77	73	67,15	New Balance
Adamev	Serguei		RUS	23	8	74	72	74	51	65	74	54	78	70	68	52	80	61	67,15	Omega Pharma
Bahaus	Marcel		ALL	32	2	52	56	58	59	79	61	64	59	70	63	80	69	64	64,15	Omega Pharma
Bjorgsen	Anker		DAN	21	5	71	50	58	73	71	74	75	61	64	61	77	59	61	65,77	Omega Pharma
Janez Salvio	Ernesto		ECU	18	5	61	54	70	61	66	73	57	55	51	59	53	69	61	60,77	Omega Pharma
Maes	Louis		BEL	18	8	55	72	55	70	58	62	61	56	66	54	56	60	72	61,31	Omega Pharma
Malefico	Giusani		ITA	32	1	55	64	61	64	71	67	77	56	76	66	78	74	53	66,31	Omega Pharma
Palalic	Milus		SER	20	7	77	59	69	61	71	59	61	78	55	55	58	76	59	64,46	Omega Pharma
Pilov	Simon		KAZ	33	7	55	65	71	66	69	50	75	64	52	73	51	57	75	63,54	Omega Pharma
Sato	Takumi		JAP	23	5	78	65	61	63	54	75	68	66	75	58	75	73	54	66,54	Omega Pharma
Van Serren	Jelle		BEL	20	8	64	72	72	61	66	70	70	63	73	56	58	66	65	65,85	Omega Pharma
Vendomme	Marc		BEL	20	7	60	55	58	72	63	61	71	67	53	67	64	73	56	63,08	Omega Pharma
Wyatt	Bob		GBR	21	6	62	54	75	67	61	54	74	76	55	53	65	61	76	64,08	Omega Pharma
Beppu	Migi		JAP	32	4	57	56	59	80	69	66	74	59	52	55	55	57	51	60,77	Quick-Step Pulsar
Callan	Steven		AUS	22	3	55	68	66	52	61	64	64	77	75	78	62	63	56	64,69	Quick-Step Pulsar
Gilbert	Jean		BEL	23	8	78	70	68	71	51	65	68	66	62	70	58	77	68	67,08	Quick-Step Pulsar
Hansen	Edvald		NOR	26	2	56	64	76	69	60	56	53	53	67	81	70	53	72	63,85	Quick-Step Pulsar
Ionescu	Daniel		ROM	22	7	66	56	75	73	53	62	66	55	71	58	60	59	74	63,69	Quick-Step Pulsar
Lamont	Jesse		USA	19	8	69	66	70	64	62	56	70	59	61	67	63	62	67	64,31	Quick-Step Pulsar
Mendoza	Rigoberto		VEN	18	7	54	71	70	73	63	65	72	71	65	62	61	53	61	64,69	Quick-Step Pulsar
Pavachuk	Volodimir		UKR	21	6	64	68	56	64	73	56	69	62	74	51	51	56	53	61,31	Quick-Step Pulsar
Sainz	Javier		ESP	25	8	73	73	50	70	68	74	72	64	64	53	65	55	50	63,92	Quick-Step Pulsar
Sibulov	Danil		BUL	20	2	72	55	54	66	62	69	68	55	69	53	62	58	52	61,15	Quick-Step Pulsar
Vermaelen	Jos		BEL	31	3	70	61	69	52	72	71	66	57	61	80	66	80	61	66,62	Quick-Step Pulsar
Zapatillas	Alejandro		VEN	34	8	68	61	52	73	68	54	62	63	59	71	71	51	70	63,31	Quick-Step Pulsar
Balerdi	Alessandro		ITA	31	2	60	70	50	81	51	65	64	63	75	76	61	71	81	66,77	RBK Bank
Da Costa Pilla	Manuel		POR	35	5	75	63	73	54	51	76	74	75	54	62	64	76	61	66,00	RBK Bank
Eddy	Irvin		GBR	23	4	70	51	51	53	66	52	78	64	63	65	67	74	53	62,08	RBK Bank
Goncalves	Javier		POR	29	7	75	81	82	57	80	68	62	82	72	82	75	70	53	72,23	RBK Bank
Inana	Ali		RWA	24	1	75	64	61	66	68	55	75	57	68	56	72	65	70	65,54	RBK Bank
Jones	James		AUS	23	2	71	53	63	60	69	51	71	79	67	71	67	68	79	66,85	RBK Bank
Rakitic	Mariej		CRO	22	6	60	50	60	71	80	65	52	53	73	73	73	63	70	64,85	RBK Bank
Sanchez	Pedro		ESP	31	3	68	69	59	77	69	51	51	50	73	58	77	63	59	63,38	RBK Bank
Santos	Joao		POR	32	6	73	68	64	76	55	64	51	74	50	66	55	51	63	62,31	RBK Bank
Vakechov	David		KAZ	25	7	53	68	73	70	54	61	52	78	72	68	51	65	61	63,54	RBK Bank
Valadauskas	Lars		LIT	28	1	64	56	63	61	75	61	61	54	52	80	54	61	51	61,00	RBK Bank
Villmont	Lewis		CAN	21	5	59	57	67	53	67	77	62	60	68	57	78	58	55	62,92	RBK Bank
Beretti	Francesco		ITA	22	5	74	78	74	65	74	70	76	59	70	67	77	62	59	69,62	RedBull Racing
Bertillono	Francesco		ARG	19	5	70	58	69	63	53	50	63	69	60	56	51	71	50	60,23	RedBull Racing
Bouchar	Philippe		BEL	22	6	73	56	61	62	61	57	63	73	77	72	61	78	69	66,38	RedBull Racing
Chaubois	Clément		SWI	27	3	72	65	52	62	53	71	60	57	65	75	61	76	58	63,62	RedBull Racing
Connor	Scott		AUS	32	2	68	63	59	70	52	50	53	80	56	61	76	57	71	62,77	RedBull Racing
Kachachov	Alfred		KAZ	22	3	75	61	60	70	61	67	74	78	57	54	75	66	64	66,31	RedBull Racing
Makarian	Youri		RUS	27	7	74	65	56	59	65	79	60	80	57	69	56	60	71	65,46	RedBull Racing
Nagy	Gabor		HON	21	6	66	77	56	66	59	73	60	66	64	57	75	75	72	66,62	RedBull Racing
Palanski	Robert		POL	22	1	77	64	53	74	57	62	58	74	64	75	74	65	68	66,54	RedBull Racing
Peeters	Noah		BEL	18	4	65	57	68	54	60	59	73	68	57	67	73	73	68	64,77	RedBull Racing
Rujano	Esteban		VEN	22	5	68	72	73	50	67	76	68	53	70	68	60	67	63	65,77	RedBull Racing
Totti	Luca		ITA	32	8	55	70	62	64	59	82	57	81	54	63	73	60	59	64,54	RedBull Racing
Cech	Jan		CZE	33	5	72	79	74	61	74	64	57	76	57	51	74	68	52	66,08	Scott - Hilti
Erdin	Recip		TUR	22	4	56	76	70	51	63	64	50	61	70	76	53	57	71	62,92	Scott - Hilti
Fikicic	Nikola		SER	21	5	55	65	59	71	73	76	73	70	70	68	72	56	73	67,77	Scott - Hilti
Garcia Feliz	José		COL	32	5	70	54	70	78	76	79	68	66	71	64	68	58	73	68,85	Scott - Hilti
Krutchuk	Petr		LET	22	5	68	64	62	52	55	51	72	69	71	76	60	62	54	62,77	Scott - Hilti
Kung	Milan		SWI	35	8	67	70	73	74	65	69	74	68	71	70	58	73	50	67,85	Scott - Hilti
Marino	Alfredo		ITA	33	7	72	51	65	73	77	52	80	69	74	73	58	59	75	67,54	Scott - Hilti
Muller	Bastian		ALL	28	3	70	71	68	79	66	57	55	51	55	77	55	53	65	63,23	Scott - Hilti
Scarpone	Giuseppe		ITA	32	5	62	50	62	67	50	74	74	80	75	67	51	70	51	64,08	Scott - Hilti
Schneider	Petr		ALL	28	6	56	56	64	79	70	51	73	79	61	81	71	66	79	68,15	Scott - Hilti
Sousa	Vicente		POR	27	6	52	63	68	63	76	57	76	67	74	61	54	81	52	64,92	Scott - Hilti
Valssen	Cris		DAN	26	1	55	79	66	50	60	59	74	68	61	61	79	76	71	66,08	Scott - Hilti
Acaloglu	Sabri		ROM	30	4	58	56	79	71	66	59	65	52	77	81	81	74	67	68,15	T-Mobile - Bianchi
Ben Talik	Mehdi		ALG	30	4	80	62	62	81	69	62	66	76	65	66	73	62	79	69,46	T-Mobile - Bianchi
Coric	Tomislav		CRO	21	8	75	69	57	65	76	72	64	57	59	72	58	72	55	65,46	T-Mobile - Bianchi
Doucouré	Bienvenue		CIV	20	7	64	66	55	68	70	54	51	63	58	52	71	50	73	61,15	T-Mobile - Bianchi
Gimenez	Alejandro		VEN	19	6	56	70	64	52	73	70	53	51	71	52	72	54	74	62,46	T-Mobile - Bianchi
Karitchev	Ivan		RUS	33	3	79	75	72	68	77	52	60	51	52	65	58	51	75	64,23	T-Mobile - Bianchi
Milan	Janez		SVN	19	6	69	57	50	67	76	69	51	69	60	60	57	63	65	62,54	T-Mobile - Bianchi
Plazen	Janek		CZE	24	6	75	77	75	58	73	53	63	75	75	56	69	57	77	67,92	T-Mobile - Bianchi
Sinic	Emil		CRO	20	6	62	68	52	54	68	69	69	72	54	66	76	70	59	64,54	T-Mobile - Bianchi
Tesfaye	Almaz		ETH	23	6	73	75	63	50	68	59	71	72	77	76	74	69	74	69,31	T-Mobile - Bianchi
Tigrov	Mikhail		KAZ	28	5	64	75	81	66	80	76	74	60	50	63	79	63	60	68,54	T-Mobile - Bianchi
Varadero	Habana		ECU	32	4	79	73	65	60	54	62	77	76	55	78	57	55	57	65,23	T-Mobile - Bianchi
Aguera Santos	Manuel		POR	20	8	70	66	54	69	67	68	73	69	69	53	60	67	57	64,77	T1 Cycling
Bailleux	Albert		FRA	24	4	58	50	71	74	73	63	55	77	56	60	78	51	78	64,92	T1 Cycling
Birotic	Josef		SVK	20	8	62	77	66	53	73	52	55	61	57	76	73	63	55	62,00	T1 Cycling
Chakroui	Omar		TUN	34	2	60	57	72	73	70	73	53	51	73	59	76	56	58	63,92	T1 Cycling
Escarabal	Patricio		COL	34	3	55	76	77	71	69	70	76	67	64	54	74	62	55	66,92	T1 Cycling
Fischer	Karl		AUT	22	8	66	63	53	67	62	62	77	61	59	73	73	57	69	64,77	T1 Cycling
Kittel	Markus		ALL	20	7	74	74	59	65	57	51	53	56	66	65	72	63	59	62,62	T1 Cycling
Manianen	Simon		DAN	22	8	52	57	76	63	61	67	56	60	54	59	74	61	64	61,85	T1 Cycling
Mariz	Ruben		CHL	32	3	79	67	65	71	59	51	69	57	80	68	68	79	80	68,69	T1 Cycling
Olvado Costa	Marco		POR	21	8	65	55	57	66	78	55	64	70	58	73	58	76	72	65,15	T1 Cycling
Peterhanssen	Jan		NOR	30	6	70	66	53	80	63	82	78	67	52	54	61	61	50	64,38	T1 Cycling
Smith	William		USA	27	7	62	63	53	63	64	55	70	62	76	75	63	57	77	64,62	T1 Cycling
Aminae	Marius		EST	22	4	74	75	59	71	57	52	55	72	53	73	60	53	76	63,85	Team 7-Eleven
Andreiro	Miguel		BRE	33	1	69	74	70	53	61	67	71	73	62	78	78	62	55	67,15	Team 7-Eleven
Bratokic	Janus		SER	26	7	68	52	78	78	55	59	59	68	56	52	75	63	76	64,54	Team 7-Eleven
Da Cruz	Rui		POR	26	5	68	63	63	69	74	59	56	51	74	57	58	58	60	62,31	Team 7-Eleven
Moscato	Luigi		ITA	32	7	70	70	77	77	61	61	71	74	76	63	68	53	56	67,46	Team 7-Eleven
Pavalenko	Andriy		UKR	23	5	71	55	75	68	72	75	65	59	71	73	70	69	73	68,92	Team 7-Eleven
Suzuki	Fumikimi		JAP	28	6	62	60	71	50	61	76	51	57	57	65	61	56	54	60,08	Team 7-Eleven
Vakalin	Alexei		RUS	18	5	65	65	65	61	52	70	67	60	60	67	66	61	66	63,46	Team 7-Eleven
Vakaski	Yaroslav		POL	25	2	73	74	65	59	51	63	51	57	68	63	68	68	50	62,31	Team 7-Eleven
Vermont	Fabian		SWI	24	4	78	52	55	78	71	69	51	64	61	64	61	64	56	63,38	Team 7-Eleven
Vizic	Jonas		CRO	27	1	57	72	79	70	62	74	64	51	73	76	71	71	52	67,08	Team 7-Eleven
Wurz	Andre		ALL	31	6	57	70	81	62	77	74	82	76	68	54	57	63	76	69,00	Team 7-Eleven
Bartoli	Marius		FRA	32	8	67	60	66	55	81	55	80	73	74	51	73	69	74	67,54	Team Cactus
Berit	Hamza		FRA	22	2	73	57	53	55	77	55	51	58	71	53	56	54	57	59,23	Team Cactus
Djokovic	Alexandar		SER	20	3	61	58	59	64	56	51	62	71	68	56	70	76	56	62,15	Team Cactus
Estevez	Rigoberto		VEN	30	2	77	64	71	78	81	76	78	52	56	50	82	73	57	68,85	Team Cactus
Filouski	Robert		POL	22	7	51	59	63	59	68	65	70	66	59	51	51	77	67	62,00	Team Cactus
Honda	Seita		JAP	20	1	71	69	62	69	61	59	59	65	75	65	55	59	61	63,85	Team Cactus
Jovanovic	Milos		SER	27	3	60	59	66	66	75	60	51	69	59	58	62	56	55	61,23	Team Cactus
Mate	Luis Miguel		ARG	23	8	54	71	60	52	70	56	63	57	60	53	66	71	64	61,31	Team Cactus
Mosquera	Juan		ARG	24	7	77	65	65	72	74	77	53	78	75	60	57	56	60	66,85	Team Cactus
Novak	Jakub		CZE	34	6	73	75	64	69	67	53	75	74	60	63	77	60	62	67,08	Team Cactus
Slamka	Antoni		POL	31	3	67	64	77	54	55	75	71	53	50	51	55	54	61	60,54	Team Cactus
Wiener	Alfred		AUT	25	3	56	53	58	74	68	64	59	54	61	62	63	63	51	60,46	Team Cactus
Douglas	Louis		GBR	21	1	78	60	61	53	73	75	59	66	68	57	60	74	64	65,23	Team Skoda
Hogerts	Samuel		GBR	23	7	70	51	67	65	55	63	78	76	54	76	56	53	61	63,46	Team Skoda
Jungels	Marc		LUX	22	5	63	52	59	55	66	75	63	58	67	69	73	76	68	64,92	Team Skoda
Lasagna	Pablo		ITA	21	7	57	51	50	67	72	65	70	58	55	72	70	73	55	62,69	Team Skoda
Lauda	Helmut		AUT	20	6	75	50	74	67	58	50	58	72	66	71	65	58	71	64,23	Team Skoda
Minade	Hitori		JAP	30	8	81	50	73	63	61	59	52	82	67	80	65	63	62	66,00	Team Skoda
Oliveira	Ruiz		BRE	26	3	50	66	56	61	73	55	71	53	79	72	79	79	51	65,00	Team Skoda
Poliakov	Vladimir		RUS	32	6	51	65	78	74	74	71	71	73	67	51	79	60	55	66,85	Team Skoda
