Da Costa Pilla	Manuel	POR	37	5	72	63	70	54	51	73	71	72	52	64	64	73	61	64,62	RBK Bank
Peterhanssen	Jan	NOR	32	6	72	66	53	79	63	81	77	67	52	54	63	61	50	64,46	RBK Bank
Vakechov	David	KAZ	27	7	53	68	74	70	54	61	53	81	72	69	53	66	61	64,23	RBK Bank
Eddy	Irvin	GBR	25	4	70	51	51	53	66	52	78	67	63	68	69	75	53	62,77	RBK Bank
Sanchez	Pedro	ESP	33	3	70	68	59	73	69	51	51	50	70	58	74	63	59	62,69	RBK Bank
Valadauskas	Lars	LIT	30	1	64	56	63	61	75	61	61	54	52	80	54	61	51	61,00	RBK Bank
Lundin	Agust	SUE	23	6	65	50	60	54	52	55	79	55	60	53	76	60	65	60,31	RBK Bank
Beretti	Francesco	ITA	24	5	75	79	77	65	75	71	76	61	72	71	78	64	60	71,08	RedBull Racing
Nagy	Gabor	HON	23	6	68	80	58	66	61	77	60	68	68	60	77	80	74	69,00	RedBull Racing
Bouchar	Philippe	BEL	24	6	76	56	61	66	65	57	63	73	78	73	62	81	72	67,92	RedBull Racing
Honders	Daron	NED	22	2	71	76	73	75	58	65	63	55	72	67	69	68	68	67,69	RedBull Racing
Kachachov	Alfred	KAZ	24	3	76	61	60	71	62	68	76	80	57	55	76	67	68	67,46	RedBull Racing
Rujano	Esteban	VEN	24	5	69	74	75	51	68	78	68	53	73	71	61	71	64	67,38	RedBull Racing
Palanski	Robert	POL	24	1	80	64	53	74	58	61	58	75	65	76	75	66	69	67,23	RedBull Racing
Gudarsson	Sirgud	SWD	24	4	67	70	58	73	55	60	75	67	63	73	73	60	76	66,92	RedBull Racing
Peeters	Noah	BEL	20	4	69	57	66	54	62	59	77	73	59	69	74	75	72	66,62	RedBull Racing
Makarian	Youri	RUS	29	7	74	65	56	59	65	80	60	80	57	71	59	61	71	66,00	RedBull Racing
Chaubois	Clément	SWI	29	3	73	65	53	62	53	71	60	57	65	74	61	76	58	63,69	RedBull Racing
Bertillono	Francesco	ARG	21	5	72	59	73	64	55	50	63	75	62	60	53	75	52	62,54	RedBull Racing
Fikicic	Nikola	SER	23	5	58	65	59	72	76	79	74	73	72	71	76	60	75	70,00	Scott - Hilti
Schneider	Petr	ALL	30	6	56	56	64	79	70	53	74	79	61	82	71	68	79	68,62	Scott - Hilti
Garcia Feliz	José	COL	34	5	70	54	70	75	73	76	68	66	71	66	68	58	73	68,31	Scott - Hilti
Valssen	Cris	DAN	28	1	55	79	66	50	60	59	74	68	61	59	79	76	71	65,92	Scott - Hilti
Sousa	Vicente	POR	29	6	54	66	68	63	76	57	75	69	74	65	54	81	54	65,85	Scott - Hilti
Nassar	Azhar Nuhaid	IRN	21	5	53	69	63	77	78	65	60	68	61	73	57	69	54	65,15	Scott - Hilti
Cech	Jan	CZE	35	5	72	74	71	62	72	64	57	71	57	51	75	68	52	65,08	Scott - Hilti
Erdin	Recip	TUR	24	4	57	78	71	51	67	64	51	64	72	78	56	60	72	64,69	Scott - Hilti
Varadero	Habana	ECU	34	5	76	73	65	60	54	62	74	76	55	76	57	55	57	64,62	Scott - Hilti
Escobar	Gustavo	COL	24	5	71	69	53	66	59	72	79	75	54	68	56	56	56	64,15	Scott - Hilti
Krutchuk	Petr	LET	24	5	70	64	62	52	56	51	76	72	72	77	61	63	57	64,08	Scott - Hilti
Muller	Bastian	ALL	30	3	70	71	68	79	66	57	53	51	55	77	55	53	65	63,08	Scott - Hilti
Tesfaye	Almaz	ETH	25	6	73	79	65	50	68	59	71	72	78	78	74	71	74	70,15	T-Mobile - Bianchi
Ben Talik	Mehdi	ALG	32	4	79	62	62	80	69	62	66	76	65	66	73	62	78	69,23	T-Mobile - Bianchi
Pidoski	Robert	POL	28	6	61	79	67	55	64	66	63	68	75	79	66	79	75	69,00	T-Mobile - Bianchi
Duveau	Samuel	FRA	28	3	78	64	72	78	59	75	80	55	66	75	59	61	71	68,69	T-Mobile - Bianchi
Da Cunha	Manuel	BRE	31	4	81	80	61	79	71	57	70	62	77	55	67	67	63	68,46	T-Mobile - Bianchi
Tigrov	Mikhail	KAZ	30	5	64	72	81	66	80	77	74	61	50	61	79	65	59	68,38	T-Mobile - Bianchi
Gilbert	Jean	BEL	25	8	78	71	70	71	51	66	68	68	63	73	61	80	68	68,31	T-Mobile - Bianchi
Plazen	Janek	CZE	26	6	75	79	76	58	73	51	63	75	75	56	68	59	77	68,08	T-Mobile - Bianchi
Coric	Tomislav	CRO	23	8	79	69	57	67	80	75	69	59	59	74	59	74	57	67,54	T-Mobile - Bianchi
Sinic	Emil	CRO	22	6	66	68	52	56	72	71	74	74	56	68	80	72	61	66,92	T-Mobile - Bianchi
Blaison	Axel	FRA	34	8	76	67	56	79	50	70	60	77	61	68	63	58	70	65,77	T-Mobile - Bianchi
Doucouré	Bienvenue	CIV	22	7	67	68	57	68	72	54	80	67	61	54	74	54	77	65,62	T-Mobile - Bianchi
Goncalves	Javier	POR	31	7	79	81	82	57	80	68	62	82	72	82	75	70	53	72,54	T1 Cycling
Dolenc	Janez	SVN	32	1	59	76	69	67	78	66	71	78	59	78	74	59	77	70,08	T1 Cycling
Mariz	Ruben	CHL	34	3	77	67	65	72	59	51	69	57	77	68	68	78	77	68,08	T1 Cycling
Olvado Costa	Marco	POR	23	8	69	58	57	70	81	55	63	72	60	75	61	78	76	67,31	T1 Cycling
Aguera Santos	Manuel	POR	22	8	75	64	54	69	69	68	77	75	71	55	64	72	61	67,23	T1 Cycling
Jones	James	AUS	25	2	70	53	63	60	69	51	73	80	67	71	67	68	80	67,08	T1 Cycling
Birotic	Josef	SVK	22	8	65	79	68	53	75	52	55	66	60	82	78	73	58	66,46	T1 Cycling
Vakalin	Alexei	RUS	20	5	67	68	69	61	54	72	67	62	64	71	68	65	68	65,85	T1 Cycling
Sainz	Javier	ESP	27	8	73	74	51	70	68	76	72	66	65	54	67	60	50	65,08	T1 Cycling
Hansen	Edvald	NOR	28	2	58	64	76	69	60	56	53	53	67	81	70	53	72	64,00	T1 Cycling
Manianen	Simon	DAN	24	8	57	58	78	63	63	68	56	61	56	65	75	63	65	63,69	T1 Cycling
Quintero	Dayer	COL	21	8	76	53	60	51	68	69	57	62	52	73	72	60	69	63,23	T1 Cycling
Pavalenko	Andriy	UKR	25	5	74	55	75	69	72	76	66	59	71	74	71	69	73	69,54	Team 7-Eleven
Vizic	Jonas	CRO	29	1	57	72	79	70	62	74	64	51	75	76	71	71	52	67,23	Team 7-Eleven
Shapalov	Ignar	BUL	22	3	77	73	70	60	57	72	58	66	78	69	68	61	64	67,15	Team 7-Eleven
Hidori	Takeshi	JAP	33	7	74	75	61	55	56	62	81	73	71	77	64	53	66	66,77	Team 7-Eleven
Moscato	Luigi	ITA	34	7	70	71	74	74	61	59	71	74	73	63	68	53	56	66,69	Team 7-Eleven
Aminae	Marius	EST	24	4	76	77	60	72	60	53	56	73	55	74	61	55	77	65,31	Team 7-Eleven
Bratokic	Janus	SER	28	7	72	51	78	79	56	59	60	69	56	54	75	63	76	65,23	Team 7-Eleven
Tonnessen	Daniel	NOR	21	4	69	77	67	67	53	71	65	51	77	53	54	68	66	64,46	Team 7-Eleven
Vermont	Fabian	SWI	26	4	78	52	55	78	73	69	51	66	61	65	63	65	56	64,00	Team 7-Eleven
Vakaski	Yaroslav	POL	27	2	74	75	65	59	51	63	51	57	68	63	71	68	50	62,69	Team 7-Eleven
Da Cruz	Rui	POR	28	5	68	63	63	71	75	59	56	51	75	57	58	58	60	62,62	Team 7-Eleven
Suzuki	Fumikimi	JAP	30	6	66	60	71	50	61	76	51	57	57	68	61	56	54	60,62	Team 7-Eleven
Douglas	Louis	GBR	23	1	80	60	61	53	75	75	59	70	70	59	64	78	66	66,92	Team Skoda
Lauda	Helmut	AUT	22	6	76	51	78	67	60	51	58	76	69	76	67	63	73	66,54	Team Skoda
Jungels	Marc	LUX	24	5	64	52	59	55	67	79	63	59	68	72	75	79	69	66,23	Team Skoda
Minade	Hitori	JAP	32	8	80	50	74	63	61	59	50	81	67	79	65	63	62	65,69	Team Skoda
Stannard	Morgan	GBR	25	8	61	81	81	73	52	57	60	69	61	74	58	62	65	65,69	Team Skoda
Riberia	Miguel	POR	26	4	57	59	71	78	79	50	56	73	63	75	53	68	64	65,08	Team Skoda
Lasagna	Pablo	ITA	23	7	61	51	51	69	76	67	74	60	57	74	74	75	57	65,08	Team Skoda
Oliveira	Ruiz	BRE	28	3	50	66	56	61	71	55	72	54	79	72	80	78	51	65,00	Team Skoda
Turan	Rasep	TUR	23	8	67	65	61	73	59	79	67	56	60	60	67	65	64	64,85	Team Skoda
Hogerts	Samuel	GBR	25	7	71	51	67	65	55	63	81	79	54	76	58	53	62	64,23	Team Skoda
Moore	Weston	CAN	23	5	59	79	72	67	54	55	71	59	76	66	58	52	63	63,92	Team Skoda
Van Plack	Jurgen	BEL	23	5	66	61	75	68	59	51	59	65	57	72	72	65	60	63,85	Team Skoda
Renault	Marin	FRA	23	7	79	54	68	60	74	56	56	74	76	81	78	68	74	69,08	Team Sky
Mesmedov	Vlad	RUS	22	7	78	64	72	61	55	74	63	65	66	78	79	61	67	67,92	Team Sky
Karlstrom	Svet	SWD	24	6	65	65	62	55	56	65	79	82	72	67	63	73	78	67,85	Team Sky
Van Der Malen	Jeff	NED	30	2	81	55	60	61	55	78	81	81	79	50	61	80	59	67,77	Team Sky
Oliveiro	Rui	POR	23	8	74	59	57	64	64	75	60	62	59	64	77	82	71	66,77	Team Sky
Van Kallagen	Linus	BEL	30	3	62	63	80	67	61	66	61	81	51	54	64	76	76	66,31	Team Sky
Ionescu	Daniel	ROM	24	8	67	57	77	73	54	63	68	60	72	63	61	61	76	65,54	Team Sky
