Ignakov	Alex		KAZ	20	8	67	62	68	71	67	73	63	73	70	58	64	55	58	65,31	Eneco-Colruyt
Kim	Minseok		KOR	18	7	54	58	62	62	56	70	60	62	57	55	62	66	69	61,00	Eneco-Colruyt
Maes	Louis		BEL	19	8	59	72	55	70	59	62	61	60	67	58	60	64	73	63,08	Eneco-Colruyt
Palalic	Milus		SER	21	7	78	61	71	61	72	60	61	79	57	57	59	78	60	65,69	Eneco-Colruyt
Simon	Arthur		BEL	20	8	70	58	50	70	73	52	62	54	74	58	70	66	57	62,62	Eneco-Colruyt
Van Serren	Jelle		BEL	21	8	65	74	74	61	67	71	70	64	75	58	59	68	66	67,08	Eneco-Colruyt
Vendomme	Marc		BEL	21	7	63	55	58	72	64	61	73	70	54	68	66	74	58	64,31	Eneco-Colruyt
Wyatt	Bob		GBR	22	6	64	54	75	67	62	54	76	79	56	54	66	62	78	65,15	Eneco-Colruyt
Anzdren	Casper		CZE	33	6	73	72	75	73	68	75	54	72	56	55	73	67	59	67,08	Galp Energia
Di Cogno	Vincenzo		ITA	21	6	58	54	57	59	68	74	73	62	62	59	78	63	58	63,46	Galp Energia
Flavic	Noved		SER	24	8	62	58	51	70	64	67	65	72	62	62	81	68	66	65,23	Galp Energia
Ignatiev	Edgar		RUS	24	3	70	59	73	77	65	59	62	64	72	61	70	76	69	67,46	Galp Energia
Katz	Benjamin		ISR	30	7	76	51	65	62	57	70	71	53	60	62	66	71	82	65,08	Galp Energia
Lavezzi	Lionel		ARG	32	1	53	62	70	79	81	74	56	78	53	77	64	78	79	69,54	Galp Energia
Mislaev	Rein		EST	25	3	76	64	63	53	64	56	64	66	68	60	78	67	70	65,31	Galp Energia
Palan	Tadej		SVN	25	1	72	53	73	57	68	51	69	79	57	68	65	74	68	65,69	Galp Energia
Paora	Rawiri		NZL	24	3	57	71	70	52	75	72	78	74	55	80	63	65	56	66,77	Galp Energia
Skarnar	Milan		SVN	34	5	77	54	52	51	67	51	76	68	77	76	75	77	59	66,15	Galp Energia
Steward	Culham		AUS	32	7	71	55	54	81	74	61	51	71	60	75	53	53	78	64,38	Galp Energia
Vrammout	Eli		BEL	22	8	53	62	53	66	59	75	71	66	53	55	77	58	50	61,38	Galp Energia
Beaudroy	Lucas		SWI	22	4	67	64	78	62	57	53	66	58	78	74	55	56	53	63,15	Gatorade
De Rossi	Francesco		ITA	26	3	64	58	70	75	69	77	68	69	69	64	64	70	51	66,77	Gatorade
Du Toit	Jess		NAM	21	5	58	56	65	54	71	74	60	68	68	78	61	59	69	64,69	Gatorade
Herman	Frank		LUX	30	2	74	58	65	54	58	53	81	71	81	54	51	62	75	64,38	Gatorade
Madero	Samuel		ESP	32	7	69	69	71	62	79	81	65	80	64	73	68	67	68	70,46	Gatorade
Malessen	Ian		DAN	25	4	65	78	52	75	70	61	70	70	64	76	55	55	57	65,23	Gatorade
Marquez	Leon		ESP	23	8	72	65	77	55	71	68	57	68	62	67	78	71	76	68,23	Gatorade
Martic	Janez		SVK	23	3	66	63	59	66	56	66	52	57	57	73	54	66	63	61,38	Gatorade
Rotsberger	Ralen		AUT	23	6	76	63	52	78	66	57	57	66	77	59	78	67	59	65,77	Gatorade
Sandoval	Casiano		ARG	19	7	57	66	59	62	69	52	73	66	53	61	60	55	63	61,23	Gatorade
Schwarz	Heinz		ALL	33	1	79	57	70	52	66	56	69	56	69	78	65	76	73	66,62	Gatorade
Voigt	Daniel		AUS	26	3	71	68	66	78	75	70	78	62	66	69	69	58	53	67,92	Gatorade
Bai	Long Hu		CHN	20	8	53	58	51	69	60	54	76	76	61	65	63	66	58	62,31	Gerolsteiner
Capushov	Ignael		KAZ	25	8	76	58	63	51	56	55	67	65	50	80	72	54	65	62,46	Gerolsteiner
Chérif	Vincent		CIV	31	4	60	54	54	50	57	61	82	74	63	58	57	68	63	61,62	Gerolsteiner
Da Costa	Saul		BRE	31	8	74	67	55	79	78	68	61	80	80	66	60	65	51	68,00	Gerolsteiner
Diakité	Bonheur		CIV	25	5	77	70	52	58	62	79	63	74	63	63	77	71	78	68,23	Gerolsteiner
El Bahan	Mohamad		ETH	27	2	63	79	61	56	62	63	62	51	56	76	66	65	65	63,46	Gerolsteiner
Hassen	Viktor		NOR	36	7	64	58	56	71	51	66	54	72	72	62	71	71	73	64,69	Gerolsteiner
Kalavas	Ignitas		LIT	31	4	67	82	82	73	66	59	50	52	76	54	59	77	67	66,46	Gerolsteiner
Kamirov	Mikhail		RUS	27	3	64	68	64	65	50	57	79	68	56	55	70	61	62	63,00	Gerolsteiner
Komadirov	Volom		KAZ	37	4	65	68	67	68	62	68	57	55	68	69	68	59	66	64,62	Gerolsteiner
Patek	Mikan		POL	22	6	63	65	77	65	59	62	57	56	57	66	58	79	70	64,15	Gerolsteiner
Schmidt	Phil		ALL	37	5	56	65	56	68	68	57	55	52	67	63	67	67	59	61,54	Gerolsteiner
Acaloglu	Sabri		ROM	31	4	58	56	79	71	66	59	65	52	77	81	81	74	67	68,15	Holy Cycling Team
Alvaredo	Miguel		BRE	25	1	65	61	56	73	79	67	55	68	77	68	77	55	57	66,00	Holy Cycling Team
Azzuri	Marcele		SWI	30	5	75	51	69	82	80	69	80	76	78	80	59	63	76	72,15	Holy Cycling Team
Bower	George		GBR	27	8	77	68	54	64	78	73	63	64	56	60	68	54	74	65,62	Holy Cycling Team
Di Maria	Franco		ARG	26	6	60	72	58	63	77	76	58	62	59	60	77	63	73	66,00	Holy Cycling Team
Ferreira	Cristiano		POR	27	7	55	69	65	57	75	81	71	63	73	62	79	58	52	66,15	Holy Cycling Team
Flickenstone	Harry		AUS	24	8	68	65	56	74	58	65	69	75	64	50	60	75	77	65,85	Holy Cycling Team
Kirov	Vladimir		KAZ	25	5	76	54	71	78	59	58	52	72	51	75	54	77	58	64,23	Holy Cycling Team
Martin	Tejay		USA	30	5	82	57	63	67	56	53	74	74	61	72	82	61	78	67,69	Holy Cycling Team
Vanenant	Jos		BEL	33	2	50	60	55	77	52	61	74	75	53	50	76	50	54	60,54	Holy Cycling Team
Velasquez	Pedro		ECU	28	5	55	55	61	58	79	68	71	82	76	70	60	77	75	68,23	Holy Cycling Team
Webber	Scotty		AUS	21	1	75	74	70	70	56	59	57	57	56	70	75	61	56	64,31	Holy Cycling Team
Bos	Luka		NED	35	8	52	76	77	61	76	51	51	77	56	77	55	68	68	65,00	Japan Airlines - Giant
Imana	Kaisan		RWA	23	1	72	65	60	67	61	75	64	63	63	61	74	71	60	65,85	Japan Airlines - Giant
Mirai	Hiroki		JAP	25	7	78	54	65	69	65	70	61	55	60	70	74	68	72	66,23	Japan Airlines - Giant
Quimpard	Maurice		CAN	25	4	53	59	75	62	62	53	78	61	51	71	55	77	79	64,31	Japan Airlines - Giant
Rodriguez	Alejandro		COL	23	2	66	69	56	57	56	64	76	63	60	76	54	66	59	63,23	Japan Airlines - Giant
Ruiz Guerra	Flaminio		COL	18	6	61	62	51	70	67	50	73	68	58	67	57	67	57	62,15	Japan Airlines - Giant
Safale	Alberto		ITA	32	6	76	56	63	70	82	53	76	68	74	81	51	56	67	67,15	Japan Airlines - Giant
Sato	Takumi		JAP	24	5	79	65	61	64	54	76	69	66	75	58	76	73	54	66,92	Japan Airlines - Giant
Shevechenko	Volodimir		UKR	32	7	73	56	77	80	66	66	67	70	65	79	56	78	52	68,08	Japan Airlines - Giant
Tiffanyenko	Pavel		UKR	21	6	58	64	69	56	56	62	56	77	69	66	61	67	62	63,31	Japan Airlines - Giant
Willson	Lamar		USA	23	7	79	54	68	65	69	51	61	67	69	61	58	53	53	62,15	Japan Airlines - Giant
Yamamoto	Yuki		JAP	24	8	66	80	55	68	56	57	54	71	58	76	56	66	75	64,46	Japan Airlines - Giant
Baumgartner	Bastian		ALL	24	7	62	76	54	67	50	70	52	78	78	69	60	54	53	63,31	Lampre
Bochum	Frank		ALL	21	3	71	70	51	67	66	73	55	64	63	71	69	58	57	64,23	Lampre
Corazon	Raul		ESP	30	8	53	67	73	69	82	64	53	70	71	82	70	82	51	68,23	Lampre
Diaz	Pedro		CHL	26	8	62	56	78	62	53	55	55	70	54	73	60	78	50	62,00	Lampre
Malalalescu	Ion		ROM	26	5	55	58	66	77	59	74	79	73	64	69	58	63	70	66,54	Lampre
McDouglas	Silvester		USA	24	3	76	56	51	68	71	53	74	69	70	75	53	74	65	65,77	Lampre
Rincic	Ivan		SVN	28	1	66	50	61	58	62	59	70	72	80	58	52	59	60	62,08	Lampre
Sabrel	Esteban		ESP	18	8	73	66	61	57	59	73	72	71	56	61	64	54	60	63,62	Lampre
Slamka	Antoni		POL	32	3	67	64	76	54	55	74	70	53	50	51	55	54	61	60,31	Lampre
Totti	Luca		ITA	33	8	55	70	62	64	59	81	57	80	54	63	72	60	59	64,31	Lampre
Wermardt	Thomas		ALL	28	4	61	62	66	73	53	68	70	66	65	66	72	56	60	64,46	Lampre
Witsel	Eden		BEL	26	7	67	72	66	51	66	64	58	55	69	70	61	57	53	62,23	Lampre
Arndt	Stephen		SWI	32	2	66	69	81	62	52	55	64	58	79	69	68	57	79	66,08	Monster Energy
Driscoll	Stewart		IRL	23	3	73	50	51	72	52	76	73	72	56	66	77	65	73	65,85	Monster Energy
Dwire	Marc		AUS	23	2	62	63	67	70	65	59	76	78	76	67	71	57	55	66,62	Monster Energy
Heinart	Jan		ALL	30	6	70	72	61	79	78	80	56	51	61	78	59	80	69	68,77	Monster Energy
Jordan	Lamar		USA	22	1	60	68	65	64	54	60	75	76	67	67	64	53	64	64,38	Monster Energy
Leonard	Ronnie		USA	30	6	76	64	69	80	62	56	59	65	59	55	75	74	81	67,31	Monster Energy
McVitton	Wesley		GBR	33	3	78	73	78	75	65	77	54	76	51	57	51	69	79	67,92	Monster Energy
O'Connery	Steve		GBR	28	2	69	64	73	77	51	73	72	61	72	80	61	64	59	67,38	Monster Energy
Pizarello	Giacopo		ITA	22	4	74	78	53	70	74	59	72	57	68	64	61	56	67	65,62	Monster Energy
Ranger	Lewis		USA	29	2	80	79	64	81	75	53	61	50	59	64	56	81	52	65,77	Monster Energy
Vlasov	Dmitri		RUS	28	8	75	82	75	73	61	69	73	76	67	68	63	59	55	68,92	Monster Energy
Wilson	Liam		NZL	25	3	75	52	69	63	60	66	77	71	53	69	76	58	63	65,54	Monster Energy
Albero	Fabian		SWI	24	3	75	74	58	53	59	71	71	74	51	60	64	53	60	63,31	New Balance
Bailleux	Albert		FRA	25	4	60	50	71	74	73	63	55	77	56	62	78	51	78	65,23	New Balance
Blajic	Novak		SER	22	1	55	65	55	52	72	57	50	72	62	76	71	75	57	63,00	New Balance
Busquero	Andres		ESP	32	1	67	61	65	75	54	66	63	75	75	75	55	66	72	66,85	New Balance
Fischer	Karl		AUT	23	8	69	63	53	67	63	62	79	64	60	74	74	58	71	65,92	New Balance
Karachev	Petr		LET	26	1	79	60	58	67	66	52	50	55	74	65	52	61	74	62,54	New Balance
Li	Wang Shen		CHN	36	6	70	55	52	64	53	73	63	62	71	70	73	74	58	64,46	New Balance
Milan	Janez		SVN	20	6	72	57	50	69	79	69	51	70	61	61	59	64	67	63,77	New Balance
Plantin	Vincent		LUX	22	1	73	72	73	60	53	67	52	74	65	74	64	67	63	65,92	New Balance
Sharapov	Denis		BUL	35	5	51	71	71	58	62	61	60	62	60	71	62	64	72	63,46	New Balance
Van der Karen	Virgil		NED	27	4	53	72	50	79	70	60	70	65	65	56	51	55	58	61,85	New Balance
Van Seriguen	Max		NED	24	4	54	76	69	56	62	60	55	59	74	65	72	77	69	65,23	New Balance
Callan	Steven		AUS	23	3	59	68	66	52	62	64	64	78	76	81	63	64	57	65,69	Quick-Step Pulsar
Chakroui	Omar		TUN	35	2	60	57	72	73	70	70	53	51	70	59	73	56	58	63,23	Quick-Step Pulsar
Garratt	Jake		AUS	18	8	72	64	62	61	63	58	61	57	59	61	73	62	69	63,23	Quick-Step Pulsar
Jovanovic	Milos		SER	28	3	60	59	66	66	75	60	51	69	59	59	62	58	55	61,46	Quick-Step Pulsar
Lamont	Jesse		USA	20	8	72	66	70	64	63	56	72	62	62	68	66	63	69	65,62	Quick-Step Pulsar
Mendoza	Rigoberto		VEN	19	7	58	71	70	73	64	65	72	75	66	66	65	57	62	66,46	Quick-Step Pulsar
O'Seans	Elisey		IRL	30	4	53	68	63	65	73	50	70	71	57	56	61	70	80	64,38	Quick-Step Pulsar
Pavachuk	Volodimir		UKR	22	6	66	68	56	64	74	56	71	65	75	52	52	57	55	62,38	Quick-Step Pulsar
Sibulov	Danil		BUL	21	2	74	55	54	67	63	70	69	56	70	54	64	59	53	62,15	Quick-Step Pulsar
Smith	William		USA	28	7	65	63	53	63	64	55	70	62	76	77	63	57	77	65,00	Quick-Step Pulsar
Vermaelen	Jos		BEL	32	3	70	61	69	52	71	71	66	57	61	79	66	79	61	66,38	Quick-Step Pulsar
Zapatillas	Alejandro		VEN	35	8	68	61	52	72	68	54	62	63	59	70	70	51	70	63,08	Quick-Step Pulsar
Albert	Douglas		AUS	24	6	58	80	76	75	72	77	71	68	63	57	66	59	68	68,46	RBK Bank
Da Costa Pilla	Manuel		POR	36	5	75	63	73	54	51	73	74	72	54	62	64	73	61	65,31	RBK Bank
Eddy	Irvin		GBR	24	4	70	51	51	53	66	52	78	66	63	66	69	75	53	62,54	RBK Bank
Inana	Ali		RWA	25	1	75	64	61	66	68	55	75	59	68	56	72	65	70	65,69	RBK Bank
Lundin	Agust		SUE	22	6	63	50	60	53	50	54	77	54	59	53	74	59	64	59,23	RBK Bank
Peterhanssen	Jan		NOR	31	6	72	66	53	80	63	82	78	67	52	54	61	61	50	64,54	RBK Bank
Pjalic	Milos		SER	32	2	79	65	77	62	70	53	80	53	56	70	78	65	66	67,23	RBK Bank
Rakitic	Mariej		CRO	23	6	62	50	60	72	82	64	53	54	74	74	75	64	71	65,77	RBK Bank
Sanchez	Pedro		ESP	32	3	68	69	59	76	69	51	51	50	72	58	76	63	59	63,15	RBK Bank
Vakechov	David		KAZ	26	7	53	68	73	70	54	61	52	80	72	69	53	66	61	64,00	RBK Bank
Valadauskas	Lars		LIT	29	1	64	56	63	61	75	61	61	54	52	80	54	61	51	61,00	RBK Bank
Villmont	Lewis		CAN	22	5	61	57	67	54	69	78	63	61	69	58	80	59	56	64,00	RBK Bank
Beretti	Francesco		ITA	23	5	75	79	75	65	75	71	76	60	72	69	78	64	60	70,69	RedBull Racing
Bertillono	Francesco		ARG	20	5	71	59	71	63	54	50	63	72	61	58	52	73	51	61,38	RedBull Racing
Bouchar	Philippe		BEL	23	6	75	56	61	64	64	57	63	74	78	73	62	79	71	67,46	RedBull Racing
Chaubois	Clément		SWI	28	3	73	65	52	62	53	71	60	57	65	75	61	76	58	63,69	RedBull Racing
Gudarsson	Sirgud		SWD	23	4	67	70	58	73	55	60	73	67	63	73	73	60	75	66,69	RedBull Racing
Honders	Daron		NED	21	2	70	76	72	75	57	65	63	53	71	65	68	68	67	66,92	RedBull Racing
Kachachov	Alfred		KAZ	23	3	77	61	60	71	62	68	75	79	58	55	76	67	65	67,23	RedBull Racing
Makarian	Youri		RUS	28	7	74	65	56	59	65	79	60	80	57	71	59	60	71	65,85	RedBull Racing
Nagy	Gabor		HON	22	6	67	79	57	66	60	73	60	67	66	58	76	78	73	67,69	RedBull Racing
Palanski	Robert		POL	23	1	79	64	53	74	58	62	58	75	65	76	75	66	69	67,23	RedBull Racing
Peeters	Noah		BEL	19	4	67	57	68	54	61	59	75	71	58	68	74	74	70	65,85	RedBull Racing
Rujano	Esteban		VEN	23	5	69	73	74	50	68	77	68	54	72	70	61	69	64	66,85	RedBull Racing
Cech	Jan		CZE	34	5	72	77	74	61	72	64	57	74	57	51	74	68	52	65,62	Scott - Hilti
Erdin	Recip		TUR	23	4	57	78	71	51	64	64	50	62	72	77	54	59	72	63,92	Scott - Hilti
Escobar	Gustavo		COL	23	5	73	69	53	64	59	72	77	74	54	68	56	56	55	63,85	Scott - Hilti
Fikicic	Nikola		SER	22	5	56	65	59	71	74	78	73	71	71	70	74	59	74	68,85	Scott - Hilti
Garcia Feliz	José		COL	33	5	70	54	70	77	75	78	68	66	71	64	68	58	73	68,62	Scott - Hilti
Krutchuk	Petr		LET	23	5	70	64	62	52	56	51	74	71	72	77	61	63	56	63,77	Scott - Hilti
Muller	Bastian		ALL	29	3	70	71	68	79	66	57	55	51	55	77	55	53	65	63,23	Scott - Hilti
Nassar	Azhar Nuhaid		IRN	20	5	51	69	65	75	75	65	60	67	60	72	56	69	52	64,31	Scott - Hilti
Schneider	Petr		ALL	29	6	56	56	64	79	70	51	74	79	61	81	71	66	79	68,23	Scott - Hilti
Sousa	Vicente		POR	28	6	52	63	68	63	76	57	76	69	74	63	54	81	52	65,23	Scott - Hilti
Valssen	Cris		DAN	27	1	55	79	66	50	60	59	74	68	61	61	79	76	71	66,08	Scott - Hilti
Varadero	Habana		ECU	33	4	78	73	65	60	54	62	76	76	55	77	57	55	57	65,00	Scott - Hilti
Ben Talik	Mehdi		ALG	31	4	80	62	62	81	69	62	66	76	65	66	73	62	79	69,46	T-Mobile - Bianchi
Blaison	Axel		FRA	33	8	78	67	56	81	50	70	60	79	61	68	63	58	69	66,15	T-Mobile - Bianchi
Coric	Tomislav		CRO	22	8	77	69	57	66	78	74	66	58	60	73	60	73	56	66,69	T-Mobile - Bianchi
Da Cunha	Manuel		BRE	30	4	81	80	61	80	71	57	70	62	77	55	67	67	63	68,54	T-Mobile - Bianchi
Doucouré	Bienvenue		CIV	21	7	65	68	57	68	71	54	78	64	60	53	72	53	75	64,46	T-Mobile - Bianchi
Duveau	Samuel		FRA	27	3	78	64	72	78	59	78		56	66	75	57	61	71	67,92	T-Mobile - Bianchi
Gilbert	Jean		BEL	24	8	78	71	70	71	51	66	68	66	63	71	58	78	68	67,62	T-Mobile - Bianchi
Pidoski	Robert		POL	27	6	61	80	67	55	64	66	63	66	75	78	65	78	75	68,69	T-Mobile - Bianchi
Plazen	Janek		CZE	25	6	75	78	76	58	73	53	63	75	75	56	69	58	77	68,15	T-Mobile - Bianchi
Sinic	Emil		CRO	21	6	64	68	52	55	70	70	71	73	55	67	78	71	60	65,69	T-Mobile - Bianchi
Tesfaye	Almaz		ETH	24	6	73	77	64	50	68	59	71	72	78	76	74	70	74	69,69	T-Mobile - Bianchi
Tigrov	Mikhail		KAZ	29	5	64	75	81	66	80	77	74	60	50	63	79	63	60	68,62	T-Mobile - Bianchi
Aguera Santos	Manuel		POR	21	8	73	66	54	69	68	68	75	72	70	54	62	68	59	66,00	T1 Cycling
Birotic	Josef		SVK	21	8	63	79	68	53	74	52	55	62	59	77	74	66	57	64,54	T1 Cycling
Dolenc	Janez		SVN	31	1	59	77	69	67	79	66	71	75	59	79	74	59	77	70,08	T1 Cycling
Goncalves	Javier		POR	30	7	77	81	82	57	80	68	62	82	72	82	75	70	53	72,38	T1 Cycling
Hansen	Edvald		NOR	27	2	58	64	76	69	60	56	53	53	67	81	70	53	72	64,00	T1 Cycling
Jones	James		AUS	24	2	71	53	63	60	69	51	72	80	67	71	67	68	80	67,08	T1 Cycling
Manianen	Simon		DAN	23	8	53	58	78	63	62	68	56	61	56	61	75	63	65	63,00	T1 Cycling
Mariz	Ruben		CHL	33	3	79	67	65	71	59	51	69	57	79	68	68	78	79	68,46	T1 Cycling
Olvado Costa	Marco		POR	22	8	67	55	57	68	81	55	64	71	59	74	60	77	74	66,31	T1 Cycling
Sainz	Javier		ESP	26	8	73	73	50	70	68	74	72	66	64	54	67	57	50	64,46	T1 Cycling
Vakalin	Alexei		RUS	19	5	66	67	67	61	53	71	67	61	62	69	67	63	67	64,69	T1 Cycling
Wurz	Andre		ALL	32	6	57	70	81	62	77	74	82	76	68	54	57	63	76	69,00	T1 Cycling
Aminae	Marius		EST	23	4	75	77	60	71	58	52	55	73	55	74	61	55	77	64,85	Team 7-Eleven
Bratokic	Janus		SER	27	7	71	52	78	78	55	59	59	68	56	54	75	63	76	64,92	Team 7-Eleven
Da Cruz	Rui		POR	27	5	68	63	63	70	75	59	56	51	74	57	58	58	60	62,46	Team 7-Eleven
Hidori	Takeshi		JAP	32	7	74	77	61	55	56	62	81	73	71	79	64	53	66	67,08	Team 7-Eleven
Moscato	Luigi		ITA	33	7	70	70	76	76	61	61	71	74	75	63	68	53	56	67,23	Team 7-Eleven
Pavalenko	Andriy		UKR	24	5	72	55	75	69	72	76	66	59	71	73	71	69	73	69,31	Team 7-Eleven
Shapalov	Ignar		BUL	21	3	76	72	69	60	56	71	58	65	76	67	67	59	63	66,08	Team 7-Eleven
Suzuki	Fumikimi		JAP	29	6	64	60	71	50	61	76	51	57	57	67	61	56	54	60,38	Team 7-Eleven
Tonnessen	Daniel		NOR	20	4	68	75	66	67	53	72	66	50	75	52	53	66	65	63,69	Team 7-Eleven
Vakaski	Yaroslav		POL	26	2	73	75	65	59	51	63	51	57	68	63	68	68	50	62,38	Team 7-Eleven
Vermont	Fabian		SWI	25	4	78	52	55	78	71	69	51	66	61	64	63	65	56	63,77	Team 7-Eleven
Vizic	Jonas		CRO	28	1	57	72	79	70	62	74	64	51	73	76	71	71	52	67,08	Team 7-Eleven
Bartoli	Marius		FRA	33	8	67	60	66	55	80	55	79	73	74	51	73	69	73	67,31	Team Cactus
Berit	Hamza		FRA	23	2	74	57	53	55	78	55	51	59	72	55	57	58	58	60,15	Team Cactus
Djokovic	Alexandar		SER	21	3	62	59	60	64	57	52	62	72	69	58	71	78	57	63,15	Team Cactus
Estevez	Rigoberto		VEN	31	2	77	64	71	78	81	76	78	52	56	50	82	73	57	68,85	Team Cactus
Filouski	Robert		POL	23	7	56	59	63	59	69	65	70	67	60	55	52	78	68	63,15	Team Cactus
Gimenez	Alejandro		VEN	20	6	59	70	64	52	74	70	53	55	72	55	75	57	75	63,92	Team Cactus
Honda	Seita		JAP	21	1	72	69	62	69	62	59	59	66	76	67	59	60	62	64,77	Team Cactus
Keita	Said		FRA	28	7	59	70	72	50	56	80	57	67	55	63	79	56	68	64,00	Team Cactus
Laforge	Gwendal		FRA	22	4	57	76	61	58	53	69	55	59	61	52	53	76	72	61,69	Team Cactus
Mate	Luis Miguel		ARG	24	8	54	72	62	52	70	57	63	57	61	54	66	72	64	61,85	Team Cactus
Mosquera	Juan		ARG	25	7	77	65	65	72	74	77	53	80	75	61	59	58	60	67,38	Team Cactus
Wiener	Alfred		AUT	26	3	56	53	58	74	68	64	59	54	61	63	63	63	53	60,69	Team Cactus
Douglas	Louis		GBR	22	1	79	60	61	53	74	75	59	68	69	58	62	76	65	66,08	Team Skoda
Hogerts	Samuel		GBR	24	7	71	51	67	65	55	63	80	77	54	76	56	53	62	63,85	Team Skoda
Jungels	Marc		LUX	23	5	64	52	59	55	67	77	63	59	68	71	75	78	69	65,92	Team Skoda
Lasagna	Pablo		ITA	22	7	59	51	50	68	74	66	72	59	56	73	72	74	56	63,85	Team Skoda
Lauda	Helmut		AUT	21	6	76	50	76	67	59	50	58	75	67	73	66	61	72	65,38	Team Skoda
Minade	Hitori		JAP	31	8	81	50	74	63	61	59	52	82	67	80	65	63	62	66,08	Team Skoda
Moore	Weston		CAN	22	5	58	77	71	68	53	55	71	55	74	65	57	50	62	62,77	Team Skoda
Oliveira	Ruiz		BRE	27	3	50	66	56	61	73	55	72	53	79	72	79	79	51	65,08	Team Skoda
Riberia	Miguel		POR	25	4	57	58	71	77	78	50	56	73	63	76	53	68	64	64,92	Team Skoda
Stannard	Morgan		GBR	24	8	61	80	80	73	52	57	60	69	61	74	58	61	65	65,46	Team Skoda
Turan	Rasep		TUR	22	8	65	65	62	72	57	78	65	55	59	59	65	64	61	63,62	Team Skoda
Van Plack	Jurgen		BEL	22	5	65	59	74	68	58	52	59	64	55	71	71	63	59	62,92	Team Skoda
Greinstad	Adolf		ALL	23	8	57	68	53	73	71	77	66	62	64	62	61	59	62	64,23	Team Sky
Harris	William		USA	19	6	67	58	65	64	68	58	72	74	59	55	55	52	75	63,23	Team Sky
Ionescu	Daniel		ROM	23	7	67	57	77	73	54	63	66	56	73	60	61	61	75	64,85	Team Sky
Kachanov	Yuri		KAZ	28	8	62	54	55	56	67	51	74	60	80	78	75	68	61	64,69	Team Sky
Karlstrom	Svet		SWD	23	6	62	65	62	55	56	65	79	82	72	64	63	73	78	67,38	Team Sky
Mesmedov	Vlad		RUS	21	7	76	64	72	61	54	72	63	64	65	76	77	58	66	66,77	Team Sky
Oliveiro	Rui		POR	22	8	73	59	57	64	64	73	60	61	58	62	75	79	70	65,77	Team Sky
Pakec	Jaroslav		CZE	27	4	78	76	71	65	73	54	75	53	54	76	58	56	52	64,69	Team Sky
